baid,acvalue,aid,sid,cid,geneid,pmid,aidtype,aidmdate,hasdrc,rnai,activity,protacxn,acname,acqualifier,aidsrcname,aidname,cmpdname,targetname,targeturl,ecs,repacxn,taxid,cellids,targettaxid,anatomyid,anatomy
100869163,"",392552,103650911,44590995,2064,19124243,Literature-derived,20180910,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of ErbB2 at 10 uM by HTRF assay,"4-(2-(benzo[d][1,3]dioxol-5-yl)ethylamino)-N-(3-bromophenyl)isothiazole-3-carboxamide",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100869164,"",392552,103651611,44591374,2064,19124243,Literature-derived,20180910,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of ErbB2 at 10 uM by HTRF assay,4-(pyridin-4-ylmethylamino)-N-(3-(trifluoromethoxy)phenyl)isothiazole-3-carboxamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100869165,"",392552,103651680,44591404,2064,19124243,Literature-derived,20180910,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of ErbB2 at 10 uM by HTRF assay,N-(3-bromophenyl)-4-(pyridin-4-ylmethylamino)isothiazole-3-carboxamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100869166,"",392552,103651094,44591117,2064,19124243,Literature-derived,20180910,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of ErbB2 at 10 uM by HTRF assay,4-(quinolin-4-ylmethylamino)-N-(3-(trifluoromethyl)phenyl)isothiazole-3-carboxamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100869167,"",392552,103651612,44591375,2064,19124243,Literature-derived,20180910,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of ErbB2 at 10 uM by HTRF assay,4-(pyridin-4-ylmethylamino)-N-(4-(trifluoromethoxy)phenyl)isothiazole-3-carboxamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100869168,"",392552,103651613,44591376,2064,19124243,Literature-derived,20180910,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of ErbB2 at 10 uM by HTRF assay,N-(3-tert-butylphenyl)-4-(pyridin-4-ylmethylamino)isothiazole-3-carboxamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100869169,"",392552,103651096,44591119,2064,19124243,Literature-derived,20180910,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of ErbB2 at 10 uM by HTRF assay,N-(3-bromophenyl)-4-(quinolin-2-ylmethylamino)isothiazole-3-carboxamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100869170,"",392552,103651548,44591355,2064,19124243,Literature-derived,20180910,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of ErbB2 at 10 uM by HTRF assay,4-(pyridin-3-ylmethylamino)-N-(3-(trifluoromethyl)phenyl)isothiazole-3-carboxamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100869171,"",392552,103651740,44591443,2064,19124243,Literature-derived,20180910,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of ErbB2 at 10 uM by HTRF assay,N-(3-methyl-4-(trifluoromethyl)phenyl)-4-(pyridin-4-ylmethylamino)isothiazole-3-carboxamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100869172,"",392552,103650907,44590991,2064,19124243,Literature-derived,20180910,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of ErbB2 at 10 uM by HTRF assay,N-(2-fluoro-4-methylphenyl)-4-(pyridin-4-ylmethylamino)isothiazole-3-carboxamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100869173,"",392552,103651682,44591406,2064,19124243,Literature-derived,20180910,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of ErbB2 at 10 uM by HTRF assay,N-(2-bromophenyl)-4-(pyridin-4-ylmethylamino)isothiazole-3-carboxamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100869174,"",392552,103651498,5147149,2064,19124243,Literature-derived,20180910,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of ErbB2 at 10 uM by HTRF assay,"3-Isothiazolecarboxamide, 4-[(4-pyridinylmethyl)amino]-N-[3-(trifluoromethyl)phenyl]-",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100869175,"",392552,103651550,44591357,2064,19124243,Literature-derived,20180910,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of ErbB2 at 10 uM by HTRF assay,4-(pyridin-4-ylmethylamino)-N-(4-(trifluoromethyl)phenyl)isothiazole-3-carboxamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100869784,"",392552,103650972,44591030,2064,19124243,Literature-derived,20180910,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of ErbB2 at 10 uM by HTRF assay,N-(3-bromophenyl)-4-(quinolin-4-ylmethylamino)isothiazole-3-carboxamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100869785,"",392552,103651615,44591378,2064,19124243,Literature-derived,20180910,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of ErbB2 at 10 uM by HTRF assay,N-(4-chlorophenyl)-4-(pyridin-4-ylmethylamino)isothiazole-3-carboxamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100869786,"",392552,103651681,44591405,2064,19124243,Literature-derived,20180910,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of ErbB2 at 10 uM by HTRF assay,N-(4-bromophenyl)-4-(pyridin-4-ylmethylamino)isothiazole-3-carboxamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100869787,"",392552,103651683,44591407,2064,19124243,Literature-derived,20180910,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of ErbB2 at 10 uM by HTRF assay,4-(pyridin-4-ylmethylamino)-N-(quinolin-2-yl)isothiazole-3-carboxamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100869788,"",392552,103651739,44591442,2064,19124243,Literature-derived,20180910,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of ErbB2 at 10 uM by HTRF assay,N-(4-methyl-3-(trifluoromethyl)phenyl)-4-(pyridin-4-ylmethylamino)isothiazole-3-carboxamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100869789,"",392552,103651737,44591440,2064,19124243,Literature-derived,20180910,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of ErbB2 at 10 uM by HTRF assay,N-(3-chloro-4-(trifluoromethyl)phenyl)-4-(pyridin-4-ylmethylamino)isothiazole-3-carboxamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100869790,"",392552,103651614,44591377,2064,19124243,Literature-derived,20180910,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of ErbB2 at 10 uM by HTRF assay,N-(4-tert-butylphenyl)-4-(pyridin-4-ylmethylamino)isothiazole-3-carboxamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100869791,"",392552,103651684,44591408,2064,19124243,Literature-derived,20180910,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of ErbB2 at 10 uM by HTRF assay,"N-(3a,7a-dihydro-1H-indazol-5-yl)-4-(pyridin-4-ylmethylamino)-1,2-thiazole-3-carboxamide",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100869792,"",392552,103650908,44590992,2064,19124243,Literature-derived,20180910,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of ErbB2 at 10 uM by HTRF assay,"N-(benzo[d][1,3]dioxol-5-ylmethyl)-4-(pyridin-4-ylmethylamino)isothiazole-3-carboxamide",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100869793,"",392552,103651095,44591118,2064,19124243,Literature-derived,20180910,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of ErbB2 at 10 uM by HTRF assay,N-(3-bromophenyl)-4-(isoxazol-4-ylmethylamino)isothiazole-3-carboxamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100869794,"",392552,103651551,44591358,2064,19124243,Literature-derived,20180910,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of ErbB2 at 10 uM by HTRF assay,4-(pyridin-3-ylmethylamino)-N-(4-(trifluoromethyl)phenyl)isothiazole-3-carboxamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100869795,"",392552,103651736,44591439,2064,19124243,Literature-derived,20180910,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of ErbB2 at 10 uM by HTRF assay,N-(4-chloro-3-(trifluoromethyl)phenyl)-4-(pyridin-4-ylmethylamino)isothiazole-3-carboxamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100869796,"",392552,103651552,44591359,2064,19124243,Literature-derived,20180910,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of ErbB2 at 10 uM by HTRF assay,4-(pyridin-2-ylmethylamino)-N-(4-(trifluoromethyl)phenyl)isothiazole-3-carboxamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100869797,"",392552,103651738,44591441,2064,19124243,Literature-derived,20180910,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of ErbB2 at 10 uM by HTRF assay,"N-(3,4-dichlorophenyl)-4-(pyridin-4-ylmethylamino)isothiazole-3-carboxamide",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100880133,"",372683,103634021,44583170,2064,18524423,Confirmatory,20180910,0,0,Inactive,P04626,Inhibition,"",ChEMBL,Inhibition of ERBB2,2-(6-Methoxypurin-7-yl)-1-phenylethanone,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100880134,"",372683,103633951,12814945,2064,18524423,Confirmatory,20180910,0,0,Inactive,P04626,Inhibition,"",ChEMBL,Inhibition of ERBB2,2-(6-Amino-7H-purin-7-yl)-1-phenylethanone,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100880135,"",372683,103634019,42603881,2064,18524423,Confirmatory,20180910,0,0,Inactive,P04626,Inhibition,"",ChEMBL,Inhibition of ERBB2,2-(6-Amino-9H-purine-9-yl)-1-(pyridine-3-yl)ethanone,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100880136,"",372683,103633952,42604009,2064,18524423,Confirmatory,20180910,0,0,Inactive,P04626,Inhibition,"",ChEMBL,Inhibition of ERBB2,2-(6-Amino-9H-purine-9-yl)-1-(pyridine-2-yl)ethanone,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100880137,"",372683,103633949,42604008,2064,18524423,Confirmatory,20180910,0,0,Inactive,P04626,Inhibition,"",ChEMBL,Inhibition of ERBB2,2-(6-Amino-7H-purine-7-yl)-1-(1H-indole-3-yl)ethanone,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100880138,"",372683,103634020,42604010,2064,18524423,Confirmatory,20180910,0,0,Inactive,P04626,Inhibition,"",ChEMBL,Inhibition of ERBB2,2-(6-Methoxy-9H-purine-9-yl)-1-phenylethanone,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100880139,"",372683,103634022,42603882,2064,18524423,Confirmatory,20180910,0,0,Inactive,P04626,Inhibition,"",ChEMBL,Inhibition of ERBB2,2-[6-(dimethylamino)purin-9-yl]-1-(1H-indol-3-yl)ethanone,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100891261,"",350695,103596588,42628077,2064,19402633,Literature-derived,20180910,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of HER2 at 1 uM,4-{[2-({4-[2-(4-Acetylpiperazin-1-Yl)-2-Oxoethyl]phenyl}amino)-5-Fluoropyrimidin-4-Yl]amino}-N-(2-Chlorophenyl)benzamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100924715,"",244178,103465155,5329876,2064,15743202,Literature-derived,20181018,0,0,Inconclusive,P04626,"","",ChEMBL,Selectivity for ERBB2 receptor kinase by scintillation proximity assay; No data,2-Anilino-5-aryloxazole 45,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100938115,"",258045,103475128,11568224,2064,16249085,Literature-derived,20181019,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of HER2 at 10 uM,"3-(5-(3-amino-3-methylbut-1-ynyl)-2-methoxyphenyl)-N-(2,4-difluorophenyl)-1H-pyrazolo[3,4-b]pyridin-6-amine",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100938116,"",258045,103475456,11697791,2064,16249085,Literature-derived,20181019,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of HER2 at 10 uM,"4-(3-(6-(2,4-difluorophenylamino)-1H-pyrazolo[3,4-b]pyrazin-3-yl)-4-methoxyphenyl)-2-methylbut-3-yn-2-ol",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
100945239,"",260444,103479222,11501547,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 100 uM,"3-(4-Methoxyphenyl)-4-(3,4,5-trimethoxyphenyl)pyrrole-2,5-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945240,"",260444,103479338,11612199,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 100 uM,"3-(2-phenyl-1H-indol-3-yl)-4-(3,4,5-trimethoxyphenyl)pyrrole-2,5-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945241,"",260444,103356748,11161961,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 100 uM,"benzo(a)pyrrolo(3,4-c)carbazole-1,3(2H,8H)-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945242,"",260444,103479240,11675829,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 100 uM,"9,10,11,18-Tetramethoxy-4,14-diazapentacyclo[11.7.0.02,6.07,12.015,20]icosa-1(13),2(6),7,9,11,15(20),16,18-octaene-3,5-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945243,"",260444,103479923,11610703,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 100 uM,"4-(3-hydroxy-4-methoxyphenyl)-3-(3,4,5-trimethoxyphenyl)-2,5-dihydro-1H-pyrrole-2,5-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945244,"",260444,103479319,11536864,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 100 uM,"3-(3,4-Dimethoxyphenyl)-4-phenylpyrrole-2,5-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945245,"",260444,103479328,10946795,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 100 uM,"1H-Pyrrole-2,5-dione, 3,4-bis(4-methoxyphenyl)-",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945246,"",260444,103479248,11589199,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 100 uM,"9,10,11-Trimethoxy-14-methyl-4,14-diazapentacyclo[11.7.0.02,6.07,12.015,20]icosa-1(13),2(6),7,9,11,15,17,19-octaene-3,5-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945247,"",260444,103479297,11530963,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 100 uM,"3-(1H-indol-3-yl)-4-(3,4,5-trimethoxyphenyl)pyrrole-2,5-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945248,"",260444,103479313,11681623,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 100 uM,"3-Phenyl-4-(3,4,5-trimethoxyphenyl)pyrrole-2,5-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945249,"",260444,103479298,44407451,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 100 uM,"3-(1H-pyrrole-3-yl)-4-(3,4,5-trimethoxyphenyl)-1H-pyrrole-2,5-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945250,"",260444,103479314,44407457,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 100 uM,"3-(indole-2-yl)-4-(3,4,5-trimethoxyphenyl)-1H-pyrrole-2,5-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945251,"",260444,103478960,11494006,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 100 uM,"3-(indole-3-yl)-4-(3,4-dimethoxyphenyl)-1H-pyrrole-2,5-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945252,"",260444,103479236,44407428,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 100 uM,"3-(1-Methylindole-3-yl)-4-(3,4,5-trimethoxyphenyl)-1H-pyrrole-2,5-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945253,"",260444,103479321,2752461,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 100 uM,"3,4-diphenyl-1H-pyrrole-2,5-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945254,"",260444,103479447,15422870,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 100 uM,"3-(1H-indol-3-yl)-4-(4-methoxyphenyl)pyrrole-2,5-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945255,"",260444,103478967,11631174,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 100 uM,"3-(4-chlorophenyl)-4-(1H-indol-3-yl)pyrrole-2,5-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945545,"",260443,103356748,11161961,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 10 uM,"benzo(a)pyrrolo(3,4-c)carbazole-1,3(2H,8H)-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945546,"",260443,103479222,11501547,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 10 uM,"3-(4-Methoxyphenyl)-4-(3,4,5-trimethoxyphenyl)pyrrole-2,5-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945547,"",260443,103479338,11612199,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 10 uM,"3-(2-phenyl-1H-indol-3-yl)-4-(3,4,5-trimethoxyphenyl)pyrrole-2,5-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945548,"",260443,103479298,44407451,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 10 uM,"3-(1H-pyrrole-3-yl)-4-(3,4,5-trimethoxyphenyl)-1H-pyrrole-2,5-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945549,"",260443,103479314,44407457,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 10 uM,"3-(indole-2-yl)-4-(3,4,5-trimethoxyphenyl)-1H-pyrrole-2,5-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945550,"",260443,103479319,11536864,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 10 uM,"3-(3,4-Dimethoxyphenyl)-4-phenylpyrrole-2,5-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945551,"",260443,103479328,10946795,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 10 uM,"1H-Pyrrole-2,5-dione, 3,4-bis(4-methoxyphenyl)-",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945552,"",260443,103479447,15422870,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 10 uM,"3-(1H-indol-3-yl)-4-(4-methoxyphenyl)pyrrole-2,5-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945553,"",260443,103479320,11572699,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 10 uM,"3-(4-Methoxyphenyl)-4-phenylpyrrole-2,5-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945554,"",260443,103479240,11675829,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 10 uM,"9,10,11,18-Tetramethoxy-4,14-diazapentacyclo[11.7.0.02,6.07,12.015,20]icosa-1(13),2(6),7,9,11,15(20),16,18-octaene-3,5-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945555,"",260443,103479923,11610703,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 10 uM,"4-(3-hydroxy-4-methoxyphenyl)-3-(3,4,5-trimethoxyphenyl)-2,5-dihydro-1H-pyrrole-2,5-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945556,"",260443,103479236,44407428,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 10 uM,"3-(1-Methylindole-3-yl)-4-(3,4,5-trimethoxyphenyl)-1H-pyrrole-2,5-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945557,"",260443,103478967,11631174,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 10 uM,"3-(4-chlorophenyl)-4-(1H-indol-3-yl)pyrrole-2,5-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945558,"",260443,103479069,11575072,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 10 uM,"3-(5-methoxyindole-3-yl)-4-(3,4,5-trimethoxyphenyl)-1H-pyrrole-2,5-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
100945559,"",260443,103478975,44407326,2064,16480264,Literature-derived,20181020,0,0,Unspecified,P04626,"","",ChEMBL,Inhibition of human ERBB2 expressed in Sf9 cells at 10 uM,"5,6,7-Trimethoxy-1,2,3,8-tetrahydro-benzo[a]pyrrolo[3,4-c]-carbazol-1,3-dione",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
