AID,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,AID_type,PUBCHEM_ACTIVITY_SCORE,activity_added,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,IC50 (mm),Selectivity,Inhibition (%),Ki (mm),Kd (mm),Activity (%),Standard Value,Standard Units,Activity Comment,Data Validity Comment,pKd_min,pKd_max,pIC50_min,pIC50_max,Type,Action,Reference (PubMed ID),IC50,Target Accession(s),Ligand,Target,IC50 Qualifier,Enzyme Activity [1],Enzyme Activity [2],Average Enzyme Activity,Panel ID,Panel Name,Panel Target,%Inhibition,High Concentration (5 x IC50),Low Concentration (IC50 / 2),Qualifier,% Degradation,Kd Qualifier,Kd,qualifier,pKi,Activity Qualifier,EC50 Qualifier,EC50,target_name
1342637,374299261,57802611,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,=,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1797499,386045973,57802611,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.525,IC50,,0.525,0,0,0,0,0,,,,,,,,,,,,525,P04626,BDBM351556,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
1342637,374316246,57802612,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,1,IC50,=,1,0,0,0,0,0,1000,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1797499,386053040,57802612,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.525,IC50,,0.525,0,0,0,0,0,,,,,,,,,,,,525,P04626,BDBM351315,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
1797499,386053263,57802616,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.525,IC50,,0.525,0,0,0,0,0,,,,,,,,,,,,525,P04626,BDBM351539,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
1797499,386053022,57802617,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.05,IC50,<,0.05,0,0,0,0,0,,,,,,,,,,,,50,P04626,BDBM351297,Receptor tyrosine-protein kinase erbB-2,<,,,,,,,,,,,,,,,,,,,
1342637,374357334,57802623,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,=,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1797499,386053245,57802623,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.525,IC50,,0.525,0,0,0,0,0,,,,,,,,,,,,525,P04626,BDBM351521,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
1797499,386053240,57802631,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.05,IC50,<,0.05,0,0,0,0,0,,,,,,,,,,,,50,P04626,BDBM351516,Receptor tyrosine-protein kinase erbB-2,<,,,,,,,,,,,,,,,,,,,
1342637,374273085,57802634,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,1,IC50,=,1,0,0,0,0,0,1000,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1342637,374355069,57802637,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,=,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1342637,374289318,57802639,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,=,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1342637,374304440,57802643,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,=,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1797499,386053236,57802646,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.525,IC50,,0.525,0,0,0,0,0,,,,,,,,,,,,525,P04626,BDBM351512,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
1797499,386053202,57802647,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.05,IC50,<,0.05,0,0,0,0,0,,,,,,,,,,,,50,P04626,BDBM351478,Receptor tyrosine-protein kinase erbB-2,<,,,,,,,,,,,,,,,,,,,
1797499,386053026,57802649,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.525,IC50,,0.525,0,0,0,0,0,,,,,,,,,,,,525,P04626,BDBM351301,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
1342637,374284266,57802650,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,=,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1342637,374294892,57802653,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,<,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1797499,386053270,57802655,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.525,IC50,,0.525,0,0,0,0,0,,,,,,,,,,,,525,P04626,BDBM351546,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
1342637,374303789,57802656,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,=,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1342637,374307019,57802660,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,<,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1797499,386053244,57802663,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.525,IC50,,0.525,0,0,0,0,0,,,,,,,,,,,,525,P04626,BDBM351520,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
1797499,386053241,57802666,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.05,IC50,<,0.05,0,0,0,0,0,,,,,,,,,,,,50,P04626,BDBM351517,Receptor tyrosine-protein kinase erbB-2,<,,,,,,,,,,,,,,,,,,,
1342637,374343471,57802669,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,=,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1797499,386053250,57802673,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.525,IC50,,0.525,0,0,0,0,0,,,,,,,,,,,,525,P04626,BDBM351526,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
1342637,374304433,57802674,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,=,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1342637,374305289,57802675,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,=,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1342637,374300632,57802678,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,=,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1797499,386053067,57802678,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.05,IC50,<,0.05,0,0,0,0,0,,,,,,,,,,,,50,P04626,BDBM351342,Receptor tyrosine-protein kinase erbB-2,<,,,,,,,,,,,,,,,,,,,
1342637,374351610,57802679,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,<,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1797499,386053220,57802679,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.05,IC50,<,0.05,0,0,0,0,0,,,,,,,,,,,,50,P04626,BDBM351496,Receptor tyrosine-protein kinase erbB-2,<,,,,,,,,,,,,,,,,,,,
1342637,374270976,57802680,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,<,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1342637,374338096,57802694,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,<,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1342637,374316306,57802695,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,<,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1342637,374307576,57802698,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,=,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1797499,386053046,57802698,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.525,IC50,,0.525,0,0,0,0,0,,,,,,,,,,,,525,P04626,BDBM351321,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
1797499,386053206,57802700,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.05,IC50,<,0.05,0,0,0,0,0,,,,,,,,,,,,50,P04626,BDBM351482,Receptor tyrosine-protein kinase erbB-2,<,,,,,,,,,,,,,,,,,,,
1797499,386053025,57802705,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.525,IC50,,0.525,0,0,0,0,0,,,,,,,,,,,,525,P04626,BDBM351300,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
1342637,374310641,57802713,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,<,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1797499,386053219,57802714,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.05,IC50,<,0.05,0,0,0,0,0,,,,,,,,,,,,50,P04626,BDBM351495,Receptor tyrosine-protein kinase erbB-2,<,,,,,,,,,,,,,,,,,,,
1797499,386053200,57802717,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.05,IC50,<,0.05,0,0,0,0,0,,,,,,,,,,,,50,P04626,BDBM351476,Receptor tyrosine-protein kinase erbB-2,<,,,,,,,,,,,,,,,,,,,
1797499,386053226,57802718,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.525,IC50,,0.525,0,0,0,0,0,,,,,,,,,,,,525,P04626,BDBM351502,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
1342637,374284029,57802721,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,1,IC50,=,1,0,0,0,0,0,1000,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1342637,374300737,57802722,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,=,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1797499,386053033,57802722,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.05,IC50,<,0.05,0,0,0,0,0,,,,,,,,,,,,50,P04626,BDBM351308,Receptor tyrosine-protein kinase erbB-2,<,,,,,,,,,,,,,,,,,,,
1342637,374352045,57802725,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,<,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1797499,386053239,57802731,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.525,IC50,,0.525,0,0,0,0,0,,,,,,,,,,,,525,P04626,BDBM351515,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
1342637,374328884,57802732,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,=,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1797499,386053257,57802734,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.525,IC50,,0.525,0,0,0,0,0,,,,,,,,,,,,525,P04626,BDBM351533,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
1342637,374320424,57802736,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,<,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1342637,374332129,57802737,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,=,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1342637,374330276,57802747,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,<,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1797499,386053252,57802753,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.525,IC50,,0.525,0,0,0,0,0,,,,,,,,,,,,525,P04626,BDBM351528,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
1342637,374270291,57802754,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,=,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1797499,386053197,57802754,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.05,IC50,<,0.05,0,0,0,0,0,,,,,,,,,,,,50,P04626,BDBM351473,Receptor tyrosine-protein kinase erbB-2,<,,,,,,,,,,,,,,,,,,,
1797499,386053274,57802758,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.525,IC50,,0.525,0,0,0,0,0,,,,,,,,,,,,525,P04626,BDBM351550,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
1342637,374307886,57802762,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,1,IC50,=,1,0,0,0,0,0,1000,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1342637,374321697,57802766,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,=,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1797499,386053027,57802768,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.525,IC50,,0.525,0,0,0,0,0,,,,,,,,,,,,525,P04626,BDBM351302,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
1797499,386053207,57802769,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.525,IC50,,0.525,0,0,0,0,0,,,,,,,,,,,,525,P04626,BDBM351483,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
1797499,386053232,57802770,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.525,IC50,,0.525,0,0,0,0,0,,,,,,,,,,,,525,P04626,BDBM351508,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
1797499,386053224,57802773,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.525,IC50,,0.525,0,0,0,0,0,,,,,,,,,,,,525,P04626,BDBM351500,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
1797499,386053249,57802774,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.05,IC50,<,0.05,0,0,0,0,0,,,,,,,,,,,,50,P04626,BDBM351525,Receptor tyrosine-protein kinase erbB-2,<,,,,,,,,,,,,,,,,,,,
1342637,374345656,57802776,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,=,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1797499,386053264,57802778,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.525,IC50,,0.525,0,0,0,0,0,,,,,,,,,,,,525,P04626,BDBM351540,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
1342637,374285055,57802779,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,1,IC50,=,1,0,0,0,0,0,1000,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1797499,386053271,57802781,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.525,IC50,,0.525,0,0,0,0,0,,,,,,,,,,,,525,P04626,BDBM351547,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
1342637,374344560,57802786,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,1,IC50,=,1,0,0,0,0,0,1000,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1342637,374350365,57802793,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,=,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1342637,374328763,57802797,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,<,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1342637,374325784,57802800,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,=,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1342637,374318584,57802801,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,=,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1797499,386053158,57802803,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.05,IC50,<,0.05,0,0,0,0,0,,,,,,,,,,,,50,P04626,BDBM351434,Receptor tyrosine-protein kinase erbB-2,<,,,,,,,,,,,,,,,,,,,
1342637,374361604,57802807,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,1,IC50,=,1,0,0,0,0,0,1000,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1797499,386053043,57802807,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.525,IC50,,0.525,0,0,0,0,0,,,,,,,,,,,,525,P04626,BDBM351318,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
1797499,386053164,57802811,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.05,IC50,<,0.05,0,0,0,0,0,,,,,,,,,,,,50,P04626,BDBM351440,Receptor tyrosine-protein kinase erbB-2,<,,,,,,,,,,,,,,,,,,,
1797499,386053035,57802812,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.525,IC50,,0.525,0,0,0,0,0,,,,,,,,,,,,525,P04626,BDBM351310,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
1342637,374352934,57802817,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,<,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1342637,374284193,57802818,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,=,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1797499,386053233,57802826,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.525,IC50,,0.525,0,0,0,0,0,,,,,,,,,,,,525,P04626,BDBM351509,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
1342637,374297658,57802833,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,=,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1797499,386053234,57802839,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.525,IC50,,0.525,0,0,0,0,0,,,,,,,,,,,,525,P04626,BDBM351510,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
1797499,386053021,57802840,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.525,IC50,,0.525,0,0,0,0,0,,,,,,,,,,,,525,P04626,BDBM351296,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
1342637,374289367,57802842,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,=,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1797499,386045968,57802847,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.525,IC50,,0.525,0,0,0,0,0,,,,,,,,,,,,525,P04626,BDBM351551,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
1342637,374315769,57802849,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,=,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1342637,374297811,57802853,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,<,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1342637,374274671,57802861,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.05,IC50,=,0.05,0,0,0,0,0,50,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1342637,374299604,57802862,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,1,IC50,=,1,0,0,0,0,0,1000,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1797499,386053208,57802862,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.05,IC50,<,0.05,0,0,0,0,0,,,,,,,,,,,,50,P04626,BDBM351484,Receptor tyrosine-protein kinase erbB-2,<,,,,,,,,,,,,,,,,,,,
1797499,386053230,57802863,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.05,IC50,<,0.05,0,0,0,0,0,,,,,,,,,,,,50,P04626,BDBM351506,Receptor tyrosine-protein kinase erbB-2,<,,,,,,,,,,,,,,,,,,,
1797499,386053203,57802865,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.05,IC50,<,0.05,0,0,0,0,0,,,,,,,,,,,,50,P04626,BDBM351479,Receptor tyrosine-protein kinase erbB-2,<,,,,,,,,,,,,,,,,,,,
